Borough,Creation Date,Latitude,Longitude
Manhattan,11/07/2014 6:19:57 PM,40.74956369,-73.9931246
Manhattan,12/26/2015 7:28:35 PM,40.80374318,-73.96757442
Manhattan,05/12/2021 8:19:56 PM,40.76285002,-73.96772991
Queens,01/04/2019 2:23:28 PM,40.758309,-73.855602
Manhattan,02/01/2018 11:57:27 AM,40.715154,-74.002131
Manhattan,09/28/2017 7:44:57 PM,40.784994,-73.940913
Bronx,10/17/2016 10:53:32 PM,40.7608561,-73.90074479
Brooklyn,07/29/2019 8:32:40 PM,40.6221204,-73.97558822
Bronx,12/02/2015 5:34:25 PM,40.83464711,-73.90503423
Manhattan,02/13/2014 7:59:15 AM,40.77363338,-73.9516526
Manhattan,08/21/2019 12:17:44 PM,40.70263157,-74.01137549
Brooklyn,01/26/2018 10:42:06 AM,40.62664516,-74.01496224
Queens,10/18/2017 10:18:56 AM,,
Brooklyn,06/25/2017 1:27:00 AM,,
Staten Island,04/19/2021 9:27:27 AM,40.53490006,-74.17231993
Bronx,10/01/2017 2:50:56 PM,40.82577659,-73.88016707
Queens,08/07/2012 4:24:36 PM,40.70961536,-73.91855816
Manhattan,01/15/2014 12:41:42 AM,40.735313,-73.99411837
Bronx,11/07/2021 7:53:13 AM,40.81123569,-73.92111638
Brooklyn,01/23/2016 4:54:40 PM,40.68323038,-73.98564272
Bronx,07/26/2019 12:00:21 AM,40.83122914,-73.93037144
Queens,07/31/2020 6:28:30 AM,40.69660001,-73.80793504
Bronx,10/08/2021 10:31:49 PM,40.8118549,-73.91984627
Brooklyn,11/27/2011 9:15:36 PM,40.65771153,-73.94071147
Manhattan,04/22/2016 9:05:33 PM,40.75533791,-73.98531316
Brooklyn,03/15/2020 11:15:25 PM,40.69979588,-73.9897529
Bronx,03/30/2017 8:16:48 AM,40.81472925,-73.90555741
Manhattan,06/20/2019 6:42:31 PM,40.752189,-73.993464
Brooklyn,12/30/2018 6:13:09 AM,40.68346919,-73.92622644
Queens,04/03/2021 2:33:34 AM,40.70554002,-73.73993601
Brooklyn,04/03/2019 5:10:29 PM,40.64567499,-74.0022561
Staten Island,05/16/2015 9:34:37 PM,40.62240573,-74.08856877
Brooklyn,04/06/2014 1:44:59 PM,40.69272948,-73.92241924
Manhattan,02/25/2022 5:25:07 PM,40.76477702,-73.97784376
Queens,10/20/2013 7:27:10 AM,,
Bronx,03/22/2016 1:46:17 PM,40.81617749,-73.80447432
Queens,05/13/2017 11:08:01 AM,40.71400364,-73.82998933
Manhattan,09/15/2017 2:37:12 PM,40.75018796,-73.97191431
Queens,01/16/2015 9:40:19 AM,40.74566617,-73.89920634
Brooklyn,12/08/2016 9:38:34 PM,,
Manhattan,07/15/2020 4:43:37 AM,40.74802453,-73.99504596
Queens,01/02/2018 7:31:33 AM,,
Bronx,01/23/2018 1:41:44 PM,,
Manhattan,03/12/2020 7:59:27 PM,40.73920005,-73.99927298
New York,05/29/2019 8:12:21 AM,40.739661,-73.990944
Manhattan,07/11/2011 8:57:59 PM,40.77913864,-73.95683001
Brooklyn,12/10/2013 3:33:24 AM,40.63868086,-73.91681074
Queens,11/30/2014 2:33:57 PM,40.64622,-73.78571
Bronx,09/11/2021 7:25:38 AM,40.83908901,-73.92043401
Bronx,04/01/2017 9:55:47 AM,40.86171657,-73.91068343
Queens,06/22/2022 1:10:26 PM,40.70606929,-73.73626566
Brooklyn,07/03/2015 5:40:20 PM,40.69619702,-73.98876294
Queens,05/09/2018 10:39:22 AM,,
Brooklyn,07/05/2014 7:23:33 AM,40.60981101,-74.0253011
Bronx,08/27/2019 12:08:59 PM,40.87835276,-73.8816478
Brooklyn,11/17/2017 12:40:55 PM,,
Bronx,10/30/2021 3:08:40 PM,40.86637661,-73.89389472
Brooklyn,06/17/2019 12:10:48 PM,40.63764022,-73.99302289
Manhattan,09/15/2020 4:50:35 PM,40.7828536,-73.97993546
New York,02/09/2016 3:03:11 PM,40.8293855,-73.93711848
Manhattan,04/15/2013 1:20:15 AM,40.7581139,-73.97539337
Manhattan,06/20/2017 9:32:22 AM,40.71442154,-74.00607638
Manhattan,11/17/2017 3:35:42 PM,,
Manhattan,06/28/2017 6:04:26 PM,40.73135779,-73.99245452
Bronx,03/23/2020 3:14:28 AM,40.81773478,-73.90920665
Brooklyn,01/14/2020 11:31:26 AM,40.67295219,-73.95024003
Brooklyn,05/10/2019 9:21:15 AM,40.71819541,-73.95139423
Queens,01/15/2014 8:45:18 AM,40.72940178,-73.84563701
Brooklyn,07/26/2012 8:26:20 PM,40.68564388,-73.99658903
Manhattan,01/06/2019 1:31:41 AM,40.818204,-73.956573
Brooklyn,04/03/2019 5:10:29 PM,40.64567499,-74.0022561
Manhattan,10/03/2018 2:23:13 AM,40.72964971,-73.98376561
Manhattan,10/06/2019 1:39:44 AM,40.7487144,-73.9772174
Queens,11/30/2019 3:12:28 PM,40.66933585,-73.79359715
Manhattan,11/24/2013 7:19:28 AM,40.82232872,-73.95438484
Manhattan,12/31/2013 2:01:37 PM,40.79862669,-73.93952048
Manhattan,11/27/2021 3:18:43 PM,40.74504586,-73.98980826
Bronx,12/30/2019 11:41:07 AM,40.84229179,-73.85114791
Queens,03/08/2015 5:53:22 PM,40.74078228,-73.72673788
Manhattan,05/27/2017 3:39:25 PM,40.71442154,-74.00607638
Staten Island,07/20/2015 4:51:47 PM,40.56544555,-74.20211035
Queens,05/30/2019 7:42:13 PM,40.70943,-73.9104435
Brooklyn,06/23/2018 6:18:30 PM,40.578705,-73.987344
Hoboken,09/29/2016 9:06:56 AM,40.73905343,-74.03015768
Manhattan,07/29/2020 1:02:31 PM,40.76390207,-73.97847177
Manhattan,02/26/2019 8:26:22 AM,40.72430231,-73.99528065
Manhattan,08/23/2016 6:23:11 PM,40.71153699,-74.01567275
Brooklyn,01/25/2021 9:22:46 AM,40.60551001,-73.99837699
Manhattan,05/24/2011 1:21:34 PM,40.86437699,-73.92653575
Brooklyn,04/10/2014 12:26:28 PM,40.58084358,-73.9596078
Brooklyn,01/02/2018 9:44:13 PM,,
Manhattan,07/12/2022 4:13:25 PM,40.76374137,-73.99879439
Staten Island,04/25/2022 2:23:15 PM,40.60859122,-74.10220073
New York,03/07/2018 6:54:36 PM,40.71845945,-74.01239703
Manhattan,05/11/2020 9:35:43 AM,40.799349,-73.9590705
Manhattan,12/15/2013 3:38:11 PM,40.70597156,-74.00525868
Brooklyn,02/02/2021 5:47:12 AM,40.68002999,-73.99653599
Brooklyn,12/20/2013 4:15:25 PM,40.63998669,-73.94841286
Queens,12/18/2021 2:36:00 AM,40.69313002,-73.74478989
Manhattan,12/14/2015 8:32:47 AM,,
Manhattan,05/09/2020 10:19:49 AM,40.80695556,-73.96120084
Brooklyn,03/15/2021 11:38:54 AM,40.73574006,-73.9367799
Brooklyn,07/11/2019 1:45:12 PM,40.574808,-73.973448
Manhattan,02/23/2017 2:55:01 PM,40.71442154,-74.00607638
Queens,01/26/2015 8:48:39 PM,40.78656813,-73.77625706
Staten Island,02/27/2018 3:40:34 PM,40.59802074,-74.18067481
Manhattan,12/18/2018 11:13:47 AM,,
Queens,12/09/2012 1:41:40 AM,40.72462921,-73.73216485
Brooklyn,09/30/2019 1:33:08 PM,40.64731067,-73.97189923
Queens,10/23/2017 3:56:31 PM,,
Bronx,08/25/2011 3:53:12 PM,40.8697688,-73.83674565
Manhattan,01/25/2018 9:38:44 AM,40.749075,-73.9919925
Manhattan,12/07/2021 3:43:35 PM,40.74073714,-73.97465026
Manhattan,07/13/2011 7:27:35 AM,40.75413357,-73.96273282
Bronx,01/11/2017 1:27:45 AM,40.80080578,-73.90976616
Manhattan,04/14/2013 2:50:01 PM,40.7581139,-73.97539337
Brooklyn,01/27/2016 8:33:46 AM,40.68042721,-73.98049122
Queens,07/13/2020 1:12:08 PM,40.74584,-73.94376303
Staten Island,06/17/2011 7:50:44 AM,40.63992339,-74.08802631
Brooklyn,05/01/2018 5:48:12 PM,40.68952422,-73.90442837
Brooklyn,10/27/2016 7:47:29 PM,,
Brooklyn,10/20/2016 10:13:29 AM,,
Manhattan,10/18/2019 3:45:50 PM,40.81049281,-73.9403417
Bronx,06/22/2017 8:11:20 PM,40.86917684,-73.82483287
Bronx,07/10/2020 4:49:21 PM,40.84999001,-73.84542796
Brooklyn,08/06/2020 2:44:32 PM,40.63896,-73.97033601
Manhattan,12/25/2017 3:44:31 PM,40.73407739,-73.99909933
Manhattan,05/10/2019 8:40:55 PM,40.79298572,-73.96764654
Staten Island,12/01/2015 7:00:59 PM,40.62846372,-74.11605735
Bronx,10/28/2013 9:15:11 PM,,
Manhattan,02/25/2019 8:42:26 AM,40.77218421,-73.967206
Brooklyn,08/28/2015 1:00:55 PM,40.63697874,-73.9923147
Brooklyn,02/07/2022 6:02:05 AM,40.68589745,-73.95053535
Brooklyn,08/12/2017 7:18:55 AM,,
Manhattan,08/01/2017 1:01:40 PM,40.75911883,-73.9963927
manhattan,12/11/2018 12:39:18 AM,40.764213,-73.970955
Manhattan,01/14/2017 12:15:09 AM,40.71442154,-74.00607638
Queens,05/03/2016 3:48:26 AM,40.69980011,-73.74677698
Staten Island (Midland Beach Area),07/06/2013 4:10:11 PM,40.57925157,-74.07780174
Staten Island,09/06/2021 11:53:59 AM,40.62833401,-74.15684601
Staten Island,11/07/2021 1:13:04 PM,40.61181006,-74.06443989
Manhattan,07/19/2018 7:02:24 AM,40.74003719,-73.99063758
Brooklyn,02/12/2015 1:36:29 AM,40.68696397,-73.86922672
Manhattan,09/28/2017 7:44:57 PM,40.784994,-73.940913
Queens,12/26/2019 10:38:39 PM,40.59419322,-73.78443518
Manhattan,05/30/2021 8:55:26 PM,40.74972183,-73.9751069
Queens,05/06/2017 12:24:09 PM,40.70798855,-73.73201291
Manhattan,03/11/2018 7:22:02 PM,40.77820803,-73.95254947
Bronx,08/05/2019 5:48:49 AM,40.83227874,-73.91658338
Manhattan,12/10/2019 6:20:50 PM,40.73224922,-73.99466389
Manhattan,04/30/2014 7:44:24 PM,40.75099078,-73.99062327
Bronx,04/09/2018 4:29:06 PM,40.83227067,-73.90142593
Queens,05/05/2022 6:51:54 PM,40.78252004,-73.91975994
Queens,03/16/2021 7:07:36 PM,40.68398,-73.82021696
Manhattan,02/20/2018 6:11:08 PM,40.75580621,-73.96872245
Queens,03/03/2022 6:42:50 PM,40.75381006,-73.70627991
Manhattan,07/02/2013 3:34:51 PM,40.72472374,-73.99429248
Brooklyn,06/20/2014 2:44:26 AM,40.69121818,-73.95548421
Queens,02/22/2017 8:48:04 PM,40.70764376,-73.84801875
Brooklyn,02/21/2022 6:15:58 PM,40.694155,-73.96620985
Brooklyn,01/02/2015 8:51:00 AM,40.5885477,-73.93959913
Queens,09/28/2021 11:29:04 AM,40.74241888,-73.81475456
Manhattan,10/29/2011 4:16:34 AM,40.72436977,-74.00304135
Brooklyn,07/09/2020 7:49:44 PM,40.64017898,-74.01226497
Queens,02/16/2018 11:20:07 PM,40.79017113,-73.81262868
Bronx,03/05/2018 2:04:16 AM,40.85553375,-73.88891492
Queens,10/09/2014 9:01:10 AM,40.58655105,-73.80350488
Queens,10/28/2018 3:10:43 AM,40.75239769,-73.93546803
Brooklyn,09/15/2012 1:00:54 PM,40.65574966,-73.92323352
Manhattan,02/26/2015 7:05:25 PM,40.76463573,-73.97697934
Brooklyn,12/23/2011 10:39:58 AM,40.68583055,-74.00230043
Manhattan,05/30/2021 10:01:31 AM,40.75396233,-73.97203703
Brooklyn,06/14/2016 10:01:05 AM,40.6586669,-73.87561841
Manhattan,07/17/2015 5:54:02 PM,40.75710289,-73.9861935
Queens,02/24/2015 12:03:26 PM,40.71368595,-73.83050513
Brooklyn,03/22/2016 2:14:26 PM,,
Manhattan,09/14/2021 4:36:56 PM,40.76522181,-73.963626
Brooklyn,12/18/2014 8:02:29 PM,40.57676768,-73.98152224
Queens,04/06/2018 6:20:45 AM,40.72312474,-73.9007969
Brooklyn,10/31/2012 5:24:46 PM,40.58148786,-73.9657563
Queens,03/29/2022 7:26:56 PM,40.67076019,-73.80011221
Bronx,10/01/2017 2:50:56 PM,40.82577659,-73.88016707
Brooklyn,10/17/2017 10:00:47 AM,,
Brooklyn,05/31/2018 1:33:54 AM,40.68311358,-73.98339217
Brooklyn,11/08/2019 3:13:47 AM,40.72696143,-73.93713405
Queens,05/10/2017 1:36:12 PM,40.71400364,-73.82998933
Bronx,11/14/2013 12:09:19 PM,40.83313085,-73.9140272
Brooklyn,08/22/2016 3:52:05 AM,40.62295828,-73.97338989
Bronx,03/19/2022 6:34:34 PM,40.84177067,-73.91636502
Manhattan,09/14/2018 9:49:55 AM,40.82134656,-73.95795374
Staten Island,05/11/2018 3:45:25 AM,40.51188534,-74.25119569
Brooklyn,08/18/2015 7:08:00 AM,,
Staten Island,08/12/2022 9:12:35 PM,40.60817977,-74.16011789
Bronx,09/14/2020 2:30:01 AM,40.82998999,-73.88778197
Bronx,11/16/2016 10:34:53 AM,40.87841168,-73.90648401
Manhattan,11/28/2012 5:42:04 AM,,
Manhattan,02/25/2022 9:30:01 PM,40.83233495,-73.93582729
Queens,03/04/2015 3:20:22 PM,40.74616226,-73.86617644
Manhattan,12/16/2013 7:33:32 PM,40.71415329,-73.98901963
Manhattan,09/28/2017 7:44:57 PM,40.784994,-73.940913
Brooklyn,12/21/2021 2:53:11 AM,40.67893297,-73.94018722
Brooklyn,11/11/2011 4:04:47 PM,40.68459561,-73.9441742
Manhattan,04/07/2018 6:04:46 PM,40.76257248,-73.97420438
Manhattan,11/19/2015 10:34:02 AM,40.75065869,-73.99087596
Bronx,10/09/2015 7:00:44 PM,40.82099088,-73.89412074
Brooklyn,10/30/2016 8:19:34 PM,,
Staten Island,01/19/2017 1:36:22 PM,40.63823702,-74.08815826
Bronx,12/15/2015 2:06:12 PM,40.81549744,-73.91224001
Manhattan,07/11/2014 9:37:18 AM,40.75700358,-73.98252622
Queens,10/01/2014 2:58:10 PM,40.67648805,-73.77138082
Brooklyn,07/05/2014 9:20:58 PM,,
Manhattan,07/29/2011 7:58:14 PM,,
Bronx,02/11/2019 2:55:00 AM,,
Manhattan,10/26/2021 10:00:27 AM,40.76363407,-73.96343527
Brooklyn,01/12/2020 1:23:28 PM,40.62810897,-73.9822371
Manhattan,04/24/2015 12:02:47 PM,40.75180865,-73.97287643
Manhattan,05/09/2013 7:14:53 PM,40.7444447,-73.9925044
Manhattan,01/23/2014 4:53:00 AM,40.75099883,-73.98855879
Brooklyn,02/22/2016 11:36:46 AM,,
Bronx,05/19/2012 6:45:17 AM,40.85815596,-73.90555014
Brooklyn,01/21/2019 7:10:00 PM,40.68102444,-73.89053892
Queens,03/10/2021 6:17:00 AM,40.70618002,-73.78553499
Brooklyn,07/30/2018 7:47:38 AM,,
Manhattan,06/10/2016 10:49:02 AM,40.71601467,-74.00474362
Queens,12/19/2016 11:25:52 AM,40.71400364,-73.82998933
Manhattan,06/15/2013 12:19:28 PM,40.78643658,-73.97414789
Brooklyn,06/23/2018 11:06:46 AM,40.68137729,-73.90656176
Brooklyn,11/14/2015 12:25:00 PM,40.69828778,-73.953157
Queens,04/15/2020 9:44:53 AM,40.59411143,-73.79530022
Brooklyn,08/27/2021 5:36:20 PM,40.69857202,-73.97115702
Bronx,04/02/2015 12:22:38 PM,,
Manhattan,03/26/2013 10:11:42 AM,40.74309984,-74.00638033
Queens,01/05/2018 6:54:24 PM,,
Queens,09/28/2016 6:22:34 PM,,
Manhattan,06/17/2014 3:00:06 PM,40.75031836,-73.9911106
Manhattan,12/25/2019 12:10:12 PM,40.76584285,-73.9571514
Manhattan,03/19/2020 1:10:42 PM,40.74380566,-73.99306077
Queens,04/27/2021 2:14:51 AM,40.74328004,-73.77561995
Manhattan,03/06/2012 2:35:36 PM,40.78292456,-73.95939133
Queens,05/14/2018 1:14:45 PM,40.6772759,-73.78100497
Manhattan,09/14/2018 9:49:55 AM,40.82134656,-73.95795374
Manhattan,12/21/2019 12:23:53 PM,40.86814385,-73.92515724
Bronx,05/23/2012 2:25:10 PM,40.82294014,-73.90411152
Bronx,08/18/2017 4:51:18 PM,40.84027204,-73.87025071
Brooklyn,07/29/2019 12:49:28 PM,40.60307978,-74.00336718
Brooklyn,04/10/2019 6:22:38 PM,40.6332562,-73.96709535
Manhattan,12/10/2011 2:40:02 PM,40.75199717,-73.9694259
Queens,12/14/2014 1:58:20 PM,40.68359389,-73.81043729
Brooklyn,06/05/2016 8:08:37 AM,40.57670913,-73.96566516
Queens,04/11/2017 6:35:24 PM,40.71400364,-73.82998933
Manhattan,08/02/2017 8:43:47 PM,40.75388298,-73.99226628
Queens,02/05/2018 4:42:54 PM,40.66701747,-73.79420361
Brooklyn,01/15/2018 1:48:40 PM,40.6782265,-73.94350175
Manhattan,12/10/2019 1:45:38 PM,40.728654,-73.975788
Queens,12/17/2016 9:04:03 AM,,
Brooklyn,04/29/2012 5:32:55 PM,40.70437051,-73.98503946
Queens,02/11/2017 9:14:06 AM,40.71400364,-73.82998933
Manhattan,09/28/2015 9:20:41 AM,40.74727705,-73.98961687
Manhattan,03/12/2015 10:49:09 AM,40.74683328,-73.97680143
Manhattan,09/09/2021 3:55:52 PM,40.71800902,-74.01382702
Queens,07/27/2011 7:49:59 PM,40.78546901,-73.91442097
Queens,10/28/2013 4:52:25 PM,40.64063378,-73.78651799
Queens,06/06/2022 4:37:20 AM,40.76895004,-73.88866995
Manhattan,07/15/2015 3:50:45 PM,40.71046408,-73.98662157
manhattan,10/17/2015 11:16:38 AM,,
Brooklyn,07/18/2019 8:02:36 AM,40.853907,-73.90377
Manhattan,02/07/2020 8:50:00 AM,40.804857,-73.966302
Brooklyn,04/11/2019 1:21:52 PM,40.68643432,-73.97952409
Manhattan,02/23/2017 2:55:01 PM,40.71442154,-74.00607638
Brooklyn,04/26/2021 11:22:51 AM,40.69813004,-73.96229994
Queens,03/08/2020 3:52:23 AM,40.709079,-73.738287
Brooklyn,10/06/2015 6:52:56 PM,40.61812937,-73.92290577
Brooklyn,08/08/2020 9:46:35 AM,40.69980832,-73.98976959
Queens,06/17/2022 2:20:56 PM,40.68769708,-73.81897426
Manhattan,03/27/2020 3:36:54 AM,40.798287,-73.952559
Manhattan,12/26/2012 8:19:38 PM,,
Queens,07/02/2020 10:13:10 AM,40.68911999,-73.79579
Queens,07/29/2015 5:42:33 PM,,
Brooklyn,01/07/2014 1:42:33 AM,40.67512828,-73.97301938
manhattan,08/16/2019 8:04:25 PM,40.75029,-73.994859
Brooklyn,11/09/2019 2:36:27 AM,40.7106433,-73.9487867
Manhattan,04/11/2015 11:59:33 AM,40.71443043,-74.00609861
Brooklyn,04/18/2020 7:36:59 AM,40.69979588,-73.9897529
Queens,09/01/2021 5:34:46 PM,40.7612877,-73.7343445
Brooklyn,05/27/2013 5:49:26 PM,,
Queens,01/16/2019 11:45:13 PM,40.70673504,-73.79397466
Manhattan,11/26/2012 8:51:51 AM,40.75662332,-73.99618835
Brooklyn,08/31/2015 4:56:59 PM,40.69970839,-73.95716636
Brooklyn,07/18/2013 7:04:10 AM,40.68295678,-73.99787274
Manhattan,05/01/2012 6:32:00 PM,40.75671042,-73.98645707
Bronx,07/07/2019 3:02:00 PM,40.84423919,-73.86349638
Brooklyn,08/09/2021 11:26:05 AM,40.694492,-73.98452104
Manhattan,02/01/2016 1:56:29 PM,40.74898077,-73.96969797
Bronx,07/20/2019 6:27:37 PM,40.8473755,-73.90193213
Bronx,03/15/2020 6:14:18 AM,40.83987447,-73.92250425
Brooklyn,06/05/2020 3:34:16 AM,40.65826047,-73.89366398
Queens,05/28/2014 8:03:03 PM,40.68467795,-73.84317333
Manhattan,01/10/2022 4:50:54 PM,40.7239059,-73.98529259
Brooklyn,09/15/2014 6:34:45 PM,40.69202509,-73.93275492
Brooklyn,05/19/2022 11:22:50 AM,40.60530101,-73.96637791
Queens,05/10/2013 11:35:14 AM,40.68029653,-73.84464021
manhattan,07/29/2015 11:22:43 AM,40.77001945,-73.96126569
Manhattan,01/06/2014 9:27:59 PM,40.74682464,-74.00044751
Brooklyn,05/14/2015 3:08:11 AM,,
Queens,10/30/2016 3:57:54 PM,,
Queens,01/05/2015 11:27:33 AM,40.76675129,-73.92019225
Brooklyn,11/24/2019 6:14:27 AM,40.648635,-74.006847
Brooklyn,01/10/2017 11:51:42 AM,40.57851512,-73.93486608
Bronx,01/12/2018 9:31:21 AM,40.8462453,-73.91833785
Manhattan,02/08/2019 8:38:22 AM,40.78917919,-73.97054945
Brooklyn,10/29/2016 5:35:28 PM,,
Bronx,01/18/2022 11:02:15 AM,40.81820994,-73.89530917
Bronx,07/29/2021 11:28:58 AM,40.88760003,-73.87804991
Staten Island,08/27/2015 10:09:24 AM,40.58839599,-74.19624492
Manhattan,07/26/2011 8:44:46 AM,40.81809691,-73.9379312
Manhattan,04/18/2013 10:17:41 PM,40.78179135,-73.95311269
Manhattan,09/07/2012 3:08:28 PM,40.71855581,-73.98820001
Queens,01/12/2017 12:20:46 AM,,
Brooklyn,12/12/2013 12:45:20 PM,40.65733614,-73.91175609
Brooklyn,08/18/2012 5:12:13 PM,40.67424975,-73.88697414
Manhattan,03/17/2016 10:51:10 PM,40.80675015,-73.94308199
Bronx,01/07/2021 3:23:51 AM,40.84767002,-73.9123899
Bronx,05/23/2013 5:54:03 PM,40.85141388,-73.91853274
Manhattan,07/21/2020 5:15:47 PM,40.72757302,-73.97559665
Brooklyn,06/16/2015 1:28:05 AM,40.68935852,-73.91791221
Brooklyn,06/23/2020 12:09:05 AM,40.64613109,-74.01811977
Staten Island,07/09/2019 1:31:22 AM,40.612572,-74.06712
Manhattan,05/22/2021 11:36:20 PM,40.7541657,-73.96697004
Manhattan,06/10/2015 1:57:32 PM,40.76553005,-73.99767155
Queens,02/28/2013 11:26:14 PM,40.69320882,-73.76570879
Manhattan,02/22/2022 11:52:43 PM,40.82486718,-73.94389915
Manhattan,03/27/2015 1:39:32 AM,40.76454603,-73.96007759
Manhattan,01/18/2018 4:19:55 PM,40.71691558,-73.99561291
Brooklyn,02/06/2020 12:04:41 PM,40.600836,-73.9812195
Manhattan,07/01/2011 9:49:17 PM,40.76920125,-73.98276491
Manhattan,02/08/2018 3:52:00 PM,40.73251795,-73.98778983
Brooklyn,07/09/2018 10:30:33 AM,40.684806,-73.991772
Manhattan,09/21/2021 12:43:21 AM,40.77795798,-73.98539401
New York,06/23/2019 2:02:48 PM,40.82692309,-73.94300423
Brooklyn,08/14/2012 4:32:06 PM,,
Staten Island,09/22/2017 1:16:46 PM,40.61371724,-74.13252739
Brooklyn,09/05/2016 4:01:40 AM,,
Brooklyn,02/26/2019 1:28:36 PM,40.66747566,-73.86422779
Brooklyn,08/02/2018 11:05:19 PM,,
Manhattan,09/04/2015 4:07:56 PM,40.75355379,-73.98504285
Manhattan,02/25/2022 9:30:01 PM,40.83233495,-73.93582729
Brooklyn,03/05/2021 5:37:21 AM,40.66189,-73.926529
Brooklyn,07/22/2019 9:34:36 PM,40.64954897,-73.8931475
New York,01/08/2018 8:48:49 AM,40.75019039,-73.99061957
Queens,09/28/2020 9:06:19 AM,40.66783259,-73.79707343
Manhattan,08/02/2020 2:31:03 AM,40.82323445,-73.95257351
Staten Island,09/06/2021 11:53:59 AM,40.62833401,-74.15684601
Brooklyn,02/20/2013 4:56:03 PM,40.68561724,-73.97860393
Manhattan,04/04/2018 9:55:35 AM,40.756572,-73.9902735
Manhattan,11/17/2017 3:35:42 PM,,
Staten Island,05/14/2015 10:24:04 AM,40.59729934,-74.12391798
Bronx,11/05/2017 4:19:24 PM,,
Brooklyn,11/15/2013 8:37:20 AM,40.66896017,-73.90472581
manhattan,02/13/2015 9:58:42 AM,40.74497143,-73.97263381
Manhattan,02/14/2017 9:13:41 AM,40.71442154,-74.00607638
Bronx,03/06/2017 6:40:53 PM,40.84251557,-73.89461655
Bronx,01/30/2017 9:47:09 PM,40.82730091,-73.86917898
Brooklyn,12/13/2013 11:08:40 AM,40.70037038,-73.9515218
Queens,01/15/2014 2:47:04 AM,40.72940178,-73.84563701
Manhattan,06/02/2021 2:20:21 AM,40.76398799,-73.97654021
Brooklyn,12/19/2011 4:07:29 PM,40.67047591,-73.90548427
Manhattan,07/01/2013 7:59:36 PM,40.84468646,-73.94079421
Queens,09/15/2018 7:34:49 AM,40.67510857,-73.85442551
Bronx,08/09/2018 5:16:59 PM,40.82794801,-73.87120528
Manhattan,05/21/2011 5:55:43 PM,40.86882937,-73.92306346
Brooklyn,02/24/2016 7:35:48 AM,40.71718946,-73.95628213
Queens,07/02/2020 11:02:14 AM,40.68911999,-73.79579
Queens,08/06/2019 3:54:41 PM,40.69821443,-73.80161869
Brooklyn,12/17/2018 12:44:51 PM,,
Queens,06/20/2014 4:36:58 PM,40.77452069,-73.8196524
Hollis,06/26/2017 9:17:19 AM,40.71862277,-73.76494809
Bronx,01/28/2020 12:32:29 AM,40.83542259,-73.90789792
Brooklyn,09/06/2015 11:46:08 PM,40.59911868,-73.96022692
Queens,12/17/2018 2:00:50 AM,40.76757292,-73.90184409
Queens,01/04/2019 2:23:28 PM,40.758309,-73.855602
Queens,05/02/2020 11:13:34 AM,40.765221,-73.931688
Manhattan,07/19/2018 7:02:24 AM,40.74003719,-73.99063758
Brooklyn,02/23/2015 11:32:59 AM,40.68636017,-73.94941183
Manhattan,11/19/2020 9:29:35 AM,40.76256673,-73.97223447
Manhattan,01/30/2015 11:31:49 AM,40.80275427,-73.93859206
Staten Island,03/15/2022 7:11:07 PM,40.64661004,-74.08108995
Staten Island,12/31/2016 1:17:16 PM,40.6344678,-74.13300782
Bronx,12/01/2013 10:21:49 AM,,
Manhattan,08/19/2019 11:35:02 AM,40.86572582,-73.92321583
Bronx,10/17/2014 2:42:26 AM,40.85413832,-73.89363058
Manhattan,03/14/2017 3:04:32 AM,40.71442154,-74.00607638
Manhattan,10/03/2018 2:23:13 AM,40.72964971,-73.98376561
New York,01/21/2019 8:28:35 PM,40.76465021,-73.97788313
Brooklyn,11/18/2016 2:13:08 PM,40.57967989,-73.97190928
New York,12/27/2018 9:59:19 PM,40.779711,-73.906326
Manhattan,03/20/2021 3:21:21 AM,40.76884763,-73.95222588
Brooklyn,11/10/2011 5:40:47 AM,40.69012313,-73.94913492
Brooklyn,12/18/2017 2:27:02 AM,40.60228059,-73.95796689
Staten Island,09/01/2019 7:36:32 PM,40.6267921,-74.08179169
Manhattan,09/19/2016 5:52:57 AM,,
Brooklyn,03/23/2016 12:37:44 PM,,
Manhattan,12/12/2019 6:41:35 AM,40.79220794,-73.95042423
Brooklyn,03/10/2014 3:50:22 PM,40.68218135,-73.94658108
Bronx,01/28/2020 12:32:29 AM,40.83542259,-73.90789792
Manhattan,11/03/2021 3:19:13 AM,40.81362227,-73.94088896
Manhattan,11/09/2017 2:33:16 PM,40.73135779,-73.99245452
Brooklyn,08/16/2019 7:29:39 AM,,
Manhattan,07/29/2011 11:09:59 PM,40.78264229,-73.98319474
Queens,12/19/2020 6:04:24 AM,40.74157998,-73.87406298
Brooklyn,04/06/2014 12:42:47 PM,40.57485802,-73.98676392
Manhattan,12/10/2020 2:49:42 PM,40.79700202,-73.96086791
Brooklyn,11/04/2016 11:59:10 AM,,
Manhattan,11/17/2020 10:55:32 AM,40.74689827,-73.98313182
Manhattan,11/15/2020 9:44:13 PM,40.76457732,-73.9775786
Brooklyn,11/01/2011 1:06:35 PM,40.66596494,-73.91810681
New York,10/30/2018 4:21:26 PM,40.7580828,-73.99191506
Brooklyn,08/09/2018 1:59:33 PM,40.7281929,-73.95332558
Manhattan,04/25/2018 8:27:50 AM,40.76958679,-73.96242355
New York,10/24/2018 10:15:24 AM,40.76804662,-73.98248906
Brooklyn,03/09/2018 9:34:49 PM,40.67372865,-73.88318598
